0.71564,0.2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.85,0.775
0.69194,0.2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.85,0.775
0.7346,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.80095,0.2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.025,0.025
0.76303,0.2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.8,0.675
0.56398,0.4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.825,0.875
0.73223,0.2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.7,0.85
0.63507,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.875,0.825
0.51659,0.4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.825
0.62085,0.4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.775,0.8
0.83412,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.875,0.825
0.64929,0.4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0.6,0.8
0.57346,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.475,0.8
0.78673,0.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.7,0.85
0.3128,0.4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.64455,0.2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.85,0.775
0.66825,0.4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.825
0.8019,0.2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.675,0.925
0.71564,0.2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.525,0.525
0.78673,0.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.775,0.8
0.76019,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.725,1
0.71564,0.2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.825,0.875
0.71564,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.875,0.85
0.76303,0.2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.475,0.475
0.76303,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.475,0.8
0.73934,0.2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.025,0.025
0.25118,0.6,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.85,0.775
0,0.8,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.875,0.825
0.81517,0.6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.65,0.8
0.80332,0.2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.725,1
0.6872,0.2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.525,0.675
0.69194,0.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.7,0.85
0.6019,0.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0.675,0.925
0.81043,0.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.7,0.85
0.58768,0.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.65,0.925
0.34597,0.6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.525,0.525
0.69194,0.2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0.65,0.925
0.53555,0.4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.825,0.875
0.71564,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.825
0.82464,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.55,0.85
0.71564,0.2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.7,0.85
0.68246,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.65,0.925
0.24171,0.6,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0.775,0.8
0.73934,0.2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.825,0.875
0.59716,0.2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.55,0.85
0.70379,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.76303,0.2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.525,0.525
0.77251,0.2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.85,0.775
0.67299,0.2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.825,0.875
0.76777,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.75,0.7
0.77488,0.2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.775,0.8
0.48815,0.4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.68246,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.76303,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.775,0.8
0.70379,0.2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.825
0.33649,0.6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.65,0.925
0.40758,0.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.775,0.8
0.73934,0.2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.825,0.875
0.49526,0.4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.675,0.925
0.7109,0.2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.825,0.875
0.71564,0.2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.775,0.8
0.66825,0.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.525,0.525
0.67773,0.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.55,0.85
